,title,sentiment,kode_emiten,cleaned,description,published date,url,publisher,keywords,content,published_date,kode_emitten
465,"Mudik Bersama BUMN, BRI Group Siapkan 7.500 Seat Mudik Gratis",1.0,,mudik bumn bri group siap seat mudik gratis,,,,CNBC Indonesia,,,2023-04-21,BBRI
466,BRI Bawa UMKM Makanan Minang Mentas di Singapura,1.0,,bri bawa umkm makan pinang mentas singapura,,,,CNBC Indonesia,,,2023-04-25,BBRI
467,"Laba BRI (BBRI) Tembus Rp15,56 Triliun Pada Kuartal I/2023",2.0,,laba bri bbri tembus rp triliun kuartal,,,,Bisnis,,,2023-04-27,BBRI
468,Mandiri Sekuritas dan BRI Danareksa Pertahankan Posisi Beli Saham GOTO,1.0,,mandiri sekuritas bri danareksa tahan posisi beli saham goto,,,,Bisnis,,,2023-04-28,BBRI
469,"IHSG Pekan Depan Bisa di Atas 6.800, Cek Saham BBCA, BBRI & AKRA",2.0,,ihsg pekan cek saham bbca bbri akra,,,,Bisnis,,,2023-05-06,BBRI
470,"IHSG Melambung ke 6.700, Saham BBCA, BBRI, GOTO Ngebut",2.0,,ihsg lambung saham bbca bbri goto ngebut,,,,Bisnis,,,2023-05-19,BBRI
471,"IHSG Ditutup Hijau, Saham BBRI, BMRI, ADRO Cuan Banyak",2.0,,ihsg tutup hijau saham bbri bmri adro cuan,,,,Bisnis,,,2023-05-22,BBRI
472,"Indeks Bisnis-27 Dibuka Hijau, Saham MAPI, BBRI dan UNTR Bertabur Cuan",2.0,,indeks bisnis buka hijau saham papi bbri untr tabur cuan,,,,Bisnis,,,2023-05-23,BBRI
473,"Lewati BBCA, BBRI, & TLKM, Saham GOTO Pimpin Penggerak IHSG 2023",2.0,,lewat bbca bbri tlkm saham goto pimpin gerak ihsg,,,,Bisnis,,,2023-06-01,BBRI
474,Nasabah Bank Raya (AGRO) Kini Bisa Tarik Tunai Tanpa Kartu di ATM BRI,1.0,,nasabah bank raya agro tarik tunai kartu atm bri,,,,Bisnis,,,2023-06-07,BBRI
475,Indeks Bisnis-27 Ditutup Menguat Tertopang Saham BBRI dan AMRT,2.0,,indeks bisnis tutup kuat topang saham bbri amrt,,,,Bisnis,,,2023-06-13,BBRI
476,Bos BRI (BBRI) Pede Laba Tembus Lebih dari Rp17 Triliun Kuartal II/2023,2.0,,bos bri bbri pede laba tembus rp triliun kuartal ii,,,,Bisnis,,,2023-06-13,BBRI
477,"Indeks Bisnis-27 Ditutup Menguat Bareng IHSG, Saham AMRT dan BBRI Justru Loyo",2.0,,indeks bisnis tutup kuat bareng ihsg saham amrt bbri loyo,,,,Bisnis,,,2023-06-15,BBRI
478,"IHSG Sesi I Melemah ke 6.684, Saham PTBA, BBCA dan BBRI Paling Laris",2.0,,ihsg sesi lemah saham ptba bbca bbri laris,,,,Bisnis,,,2023-06-16,BBRI
479,"IHSG Ditutup Loyo, Saham PTBA hingga BBRI Paling Banyak Diperdagangkan",0.0,,ihsg tutup loyo saham ptba bbri dagang,,,,Bisnis,,,2023-06-23,BBRI
480,"2023, BRI Danareksa Dorong IPO & Perluas Basis Investor Ritel",1.0,,bri danareksa dorong ipo luas basis investor ritel,,,,CNBC Indonesia,,,2023-06-26,BBRI
481,Hattrick! Bank BRI Kembali Menjadi Sponsor Sepakbola Liga 1 Musim 2023-2024,1.0,,hattrick bank bri sponsor sepakbola liga musim,,,,Kontan,,,2023-06-26,BBRI
482,"IHSG Hattrick, Saham BBCA & BBRI Paling Diincar Asing",2.0,,ihsg hattrick saham bbca bbri incar asing,,,,CNBC Indonesia,,,2023-07-13,BBRI
483,"Syarat dan Besaran Bunga KUR BRI per Juli 2023, Cek Tabel Cicilan!",1.0,,syarat besaran bunga kur bri juli cek tabel cicil,,,,Bisnis,,,2023-07-13,BBRI
484,"Indeks Bisnis-27 Ditutup Melemah, Saham BBRI, ICBP, dan INCO Naik",0.0,,indeks bisnis tutup lemah saham bbri icbp inco,,,,Bisnis,,,2023-07-18,BBRI
485,"Ekonomi Membaik, Restrukturisasi Kredit BRI (BBRI) Kian Susut hingga Rp83,2 Triliun",2.0,,ekonomi baik restrukturisasi kredit bri bbri kian susut rp triliun,,,,Bisnis,,,2023-07-23,BBRI
486,"BRImo Punya Fitur Anyar, Nasabah Bisa Nikmati Contact BRI Layanan Bebas Pulsa",1.0,,brimo fitur anyar nasabah nikmat contact bri layan bebas pulsa,,,,Kontan,,,2023-08-17,BBRI
487,"Cek! Kurs Dolar di BCA, BRI, Mandiri & BNI Hari Ini (18/8)",1.0,,cek kurs dolar bca bri mandiri bni,,,,Bisnis,,,2023-08-18,BBRI
488,"10 Saham Paling Banyak Dilego Asing Sepekan, Ada BBRI, INCO & TLKM",0.0,,saham lego asing sepekan bbri inco tlkm,,,,Bisnis,,,2023-08-20,BBRI
489,Utang BUMN Karya Berisiko Gerus Laba Bank Pelat Merah (Himbara) BBRI Cs,0.0,,utang bumn karya risiko gerus laba bank pelat merah himbara bbri cs,,,,Bisnis,,,2023-08-29,BBRI
490,"Likuiditas Kuat, BRI Pede Genjot Kredit",2.0,,likuiditas kuat bri pede genjot kredit,,,,CNBC Indonesia,,,2023-08-30,BBRI
491,"IHSG Sesi I Menguat ke 6.979, Saham BBRI, AMMN dan BBNI Paling Laris",2.0,,ihsg sesi kuat saham bbri ammn bbni laris,,,,Bisnis,,,2023-08-30,BBRI
492,"Daftar Kartu Debit BRI dan Bank Mandiri, Beserta Limit Transaksi",1.0,,daftar kartu debit bri bank mandiri serta limit transaksi,,,,Bisnis,,,2023-09-07,BBRI
493,"Sukseskan Transisi Energi, BRI Bukukan Green Loan Rp79,4 Triliun",2.0,,sukses transisi energi bri buku green loan rp triliun,,,,Bisnis,,,2023-09-08,BBRI
494,"IHSG Sesi I Turun 0,48 Persen ke 6.921, Saham BBRI, BBCA dan AMMN Laris Manis",2.0,,ihsg sesi turun persen saham bbri bbca ammn laris manis,,,,Bisnis,,,2023-09-08,BBRI
495,"IHSG Melemah Pagi Ini, Tersandung Penurunan Saham BCA, BRI dan Amman",0.0,,ihsg lemah pagi sandung turun saham bca bri amman,,,,Bisnis,,,2023-09-11,BBRI
496,"Saham BBRI, BBCA, hingga GOTO Jadi Saham Diskon, Cermati Hal-hal Ini",2.0,,saham bbri bbca goto saham diskon cermat halhal,,,,Bisnis,,,2023-09-17,BBRI
497,"Perkuat bisnis, BRI bentuk tiga anak usaha lewat akuisisi",2.0,,kuat bisnis bri bentuk anak usaha akuisisi,,,,Kontan,,,2018-12-26,BBRI
498,"Rupiah menguat, pendapatan komisi Bank BRI ikut meningkat",2.0,,rupiah kuat dapat komisi bank bri tingkat,,,,Kontan,,,2019-07-16,BBRI
499,"Simak Penilaian Fitch terhadap Bank Mandiri, BRI, dan BNI",1.0,,simak nilai fitch bank mandiri bri bni,,,,Kontan,,,2019-07-18,BBRI
500,BRI Investigasi Hilangnya Uang Rp80 Juta di Rekening Nasabah,1.0,,bri investigasi hilang uang rp juta rekening nasabah,,,,Bisnis,,,2019-09-05,BBRI
501,"Dipangkas lagi, ini bunga deposito terbaru BCA, Bank Mandiri, BNI dan BRI",1.0,,pangkas bunga deposito baru bca bank mandiri bni bri,,,,Kontan,,,2019-10-15,BBRI
502,"Sahamnya Hijau dan Diminati Asing, Begini Komentar Bank BRI (BBRI)",2.0,,saham hijau minat asing komentar bank bri bbri,,,,Bisnis,,,2020-06-09,BBRI
503,"Cara Daftar UMKM Online & Cek Banpres Rp2,4 Juta di Eform.BRI",1.0,,daftar umkm online cek banpres rp juta eformbri,,,,CNBC Indonesia,,,2020-10-21,BBRI
504,Transaksi layanan API Bank BRI telah mencapai Rp 40 triliun,2.0,,transaksi layan api bank bri capai rp triliun,,,,Kontan,,,2020-12-12,BBRI
505,"Bos BRI: UMKM Cepat Kena Krisis, tapi Paling Cepat Pulih",1.0,,bos bri umkm cepat krisis cepat pulih,,,,CNBC Indonesia,,,2020-12-16,BBRI
506,"Saham BRI Agro (AGRO) kena suspensi, harga melesat 748% di semester II 2020",2.0,,saham bri agro agro suspensi harga melesat semester ii,,,,Kontan,,,2020-12-21,BBRI
507,"BCA & BRI di Puncak, Market Cap Astra-Unilever Kejar-Kejaran",1.0,,bca bri puncak parket cap astraunilever kejarkejaran,,,,CNBC Indonesia,,,2021-01-18,BBRI
508,"Lo Kheng Hong Sebut Saham BBCA, BBRI, UNVR, Sinyal Cuan Big Caps Hari Ini?",2.0,,lo kheng hong saham bbca bbri unvr sinyal cuan big caps,,,,Bisnis,,,2021-01-19,BBRI
509,"Di Tengah Pandemi BRI Cetak Laba Bersih Rp 18,66 T di 2020",2.0,,tengah pandemi bri cetak laba bersih rp,,,,CNBC Indonesia,,,2021-01-29,BBRI
510,Laba BRI Syariah (BRIS) 2020 Meroket 235 Persen Jadi Rp248 Miliar,2.0,,laba bri syariah bris roket persen rp miliar,,,,Bisnis,,,2021-01-29,BBRI
511,"Lewat Web Pasar BRI, 108.000 Pedagang Pasar Bisa Jualan Online",1.0,,web pasar bri pedagang pasar jual online,,,,Bisnis,,,2021-02-04,BBRI
512,Resmi! BRI Agro Daftar Jadi Bank Digital ke OJK,1.0,,resmi bri agro daftar bank digital ojk,,,,CNBC Indonesia,,,2021-02-09,BBRI
513,Srikandi BRI Dukung Kewirausahaan Berkelanjutan,1.0,,srikandi bri dukung wirausaha lanjut,,,,CNBC Indonesia,,,2021-02-19,BBRI
514,Srikandi BRI: Perempuan Tangguh dukung Kewirausahaan Sosial Ekonomi Berkelanjutan,1.0,,srikandi bri perempuan tangguh dukung wirausaha sosial ekonomi lanjut,,,,Bisnis,,,2021-02-19,BBRI
515,"Fokus di UMKM, BRI Masuk Daftar Perusahaan Elite Dunia",1.0,,fokus umkm bri daftar usaha elite dunia,,,,CNBC Indonesia,,,2021-03-04,BBRI
516,Direktur BRI Paparkan Tantangan & Peluang Kecerdasan Buatan di Sektor Perbankan,2.0,,direktur bri papar tantang peluang cerdas buat sektor perban,,,,Bisnis,,,2021-03-04,BBRI
517,BRI Mataram Menargetkan Penyaluran KUR Rp240 Miliar,1.0,,bri mataram target penyaluran kur rp miliar,,,,Bisnis,,,2021-03-06,BBRI
518,"Resmi! Haru Koesmahargyo, Mantan Direktur Keuangan BRI Kini Jadi Dirut BTN",1.0,,resmi haru koesmahargyo mantan direktur uang bri dirut btn,,,,Bisnis,,,2021-03-10,BBRI
519,BBRI Raih ESG Risk Rating Terbaik Pada Indeks IDX ESG Leaders,2.0,,bbri raih esg risk rating baik indeks idx esg leaders,,,,CNBC Indonesia,,,2021-03-14,BBRI
520,"Masih Ada Waktu! Nasabah BRI, Segera Tukar Kartu ATM Sebelum Diblokir",1.0,,waktu nasabah bri tukar kartu atm blokir,,,,Bisnis,,,2021-03-31,BBRI
521,Komitmen BRI Membangun Negeri tak Terhalang Pandemi,1.0,,komitmen bri bangun negeri halang pandemi,,,,CNBC Indonesia,,,2021-04-01,BBRI
522,Bos BRI Ventures Buka-bukaan Tips Startup Lokal Go Global,1.0,,bos bri ventures bukabukaan tips startup lokal go global,,,,CNBC Indonesia,,,2021-04-27,BBRI
523,"Ini Syarat Ajukan KUR BRI, Subsidi Bunga Diperpanjang sampai Akhir Tahun!",1.0,,syarat aju kur bri subsidi bunga panjang tahun,,,,Bisnis,,,2021-05-04,BBRI
524,"Jurus Bangun Usaha ala Bank BRI: Skill, Network & Gak Curang!",1.0,,jurus bangun usaha ala bank bri skill network tidak curang,,,,CNBC Indonesia,,,2021-05-04,BBRI
525,"Mudahkan Nasabah, BRI Buka Layanan Terbatas di Libur Lebaran",1.0,,mudah nasabah bri buka layan batas libur lebaran,,,,CNBC Indonesia,,,2021-05-11,BBRI
526,"Ini batas akhir penggantian dan cara penukaran kartu ATM lama BRI, Mandiri, BNI & BCA",1.0,,batas ganti tukar kartu atm bri mandiri bni bca,,,,Kontan,,,2021-05-24,BBRI
527,"Cek Saldo & Tarik Tunai ATM Link Bayar, Bos BRI: Tidak Ada Aturan yang Dilanggar",1.0,,cek saldo tarik tunai atm link bayar bos bri atur langgar,,,,Bisnis,,,2021-05-25,BBRI
528,"Tetap Gratis, Ini Penjelasan Biaya Transfer Sesama BRI di ATM",1.0,,gratis jelas biaya transfer bri atm,,,,CNBC Indonesia,,,2021-06-02,BBRI
529,"TELE Mau Delisting, Duh Nasib Duit TLKM, BCA & BRI Bagaimana?",1.0,,tele delisting duh nasib duit tlkm bca bri,,,,CNBC Indonesia,,,2021-06-23,BBRI
530,BRI Dorong Kontribusi UMKM Bangun Perekonomian Nasional,1.0,,bri dorong kontribusi umkm bangun ekonomi nasional,,,,CNBC Indonesia,,,2021-07-02,BBRI
531,"PP pembentukan holding ultra mikro terbit, Pegadaian dan PNM jadi anak usaha BRI",2.0,,pp pembentukan holding ultra mikro terbit pegadaian pnm anak usaha bri,,,,Kontan,,,2021-07-06,BBRI
532,"Bank BRI Rights Issue Jumbo, Bagaimana Prospeknya?",1.0,,bank bri rights issue jumbo prospek,,,,CNBC Indonesia,,,2021-07-16,BBRI
533,Bunga Deposito BRI dan Mandiri,1.0,,bunga deposito bri mandiri,,,,Kontan,,,2021-07-21,BBRI
534,"Setujui Rights Issue 28 M Saham, Ini Hasil Lengkap RUPSLB BRI",1.0,,tuju rights issue saham hasil lengkap rupslb bri,,,,CNBC Indonesia,,,2021-07-22,BBRI
535,"BRI Jadi Induk PNM & Pegadaian, Ini Skema Holding Ultra Mikro",2.0,,bri induk pnm pegadaian skema holding ultra mikro,,,,CNBC Indonesia,,,2021-07-23,BBRI
536,"Apresiasi Loyalitas Nasabah, BRI Kembali Gelar BritAma FSTVL",1.0,,apresiasi loyalitas nasabah bri gelar britama fstvl,,,,CNBC Indonesia,,,2021-07-31,BBRI
537,Sah! BRI Resmi Jadi Sponsor Utama Liga 1 Musim 2021-2022,1.0,,sah bri resmi sponsor utama liga musim,,,,CNBC Indonesia,,,2021-08-12,BBRI
538,Ini Strategi BRI Dukung Pengembangan Ekosistem Padi,1.0,,strategi bri dukung embang ekosistem padi,,,,CNBC Indonesia,,,2021-08-20,BBRI
539,Mengupas Strategi Bisnis dan Rencana Rights Issue Jumbo BRI,1.0,,upas strategi bisnis rencana rights issue jumbo bri,,,,CNBC Indonesia,,,2021-08-31,BBRI
540,PREMIUM NOTES : Naik Tahta Aga Bakrie dan Prospek BRI (BBRI) Jelang Rights Issue,1.0,,premium notes tahta aga bakrie prospek bri bbri jelang rights issue,,,,Bisnis,,,2021-09-01,BBRI
541,"Jangan Keliru, Semua Investor Bisa Ikut Rights Issue BRI",1.0,,keliru investor rights issue bri,,,,CNBC Indonesia,,,2021-09-03,BBRI
542,"Efek ganda rights issue BRI, dorong UMKM lebih produktif",1.0,,efek ganda rights issue bri dorong umkm produktif,,,,Kontan,,,2021-09-06,BBRI
543,"Ekspor Produk UMKM BRILianpreneur, BRI Targetkan Rp 942 M",1.0,,ekspor produk umkm brilianpreneur bri target rp,,,,CNBC Indonesia,,,2021-09-07,BBRI
544,"Gaet BRI, Serpong Garden Apartment Tawarkan Kemudahan bagi Milenial",1.0,,gaet bri serpong gardan apartment tawar mudah milenial,,,,Bisnis,,,2021-09-11,BBRI
545,Dirut BRI: Sepak Bola Seperti Miniatur Organisasi,1.0,,dirut bri sepak bola miniatur organisasi,,,,CNBC Indonesia,,,2021-09-12,BBRI
546,Sah! BRI Jadi Induk Pegadaian dan PNM,2.0,,sah bri induk pegadaian pnm,,,,CNBC Indonesia,,,2021-09-13,BBRI
547,"Penebusan Dana Rights Issue BBRI Dmulai Hari Ini, Simak Tahapannya!",1.0,,tebus dana rights issue bbri dmulai simak tahap,,,,Bisnis,,,2021-09-13,BBRI
548,"Tips Jitu Investasi, BRI Beri Bocoran Rumus Ini",1.0,,tips jitu investasi bri bocor rumus,,,,CNBC Indonesia,,,2021-09-20,BBRI
549,Bos BRI Sebut Manfaat Holding UMi bagi Nasabah Hingga Karyawan,1.0,,bos bri manfaat holding umi nasabah karyawan,,,,Bisnis,,,2021-09-29,BBRI
550,"Transaksi Tembus Rp 24 T, Asing Beli BRI-BCA, Jual EXCL-TOWR",0.0,,transaksi tembus rp asing beli bribca jual excltowr,,,,CNBC Indonesia,,,2021-09-30,BBRI
551,"Semakin mudah, ini cara mengajukan pinjaman KUR di Bank Mandiri, BNI, BRI tahun 2021",1.0,,mudah aju pinjam kur bank mandiri bni bri tahun,,,,Kontan,,,2021-10-06,BBRI
552,Transformasi Digital BRI Raih 2 Penghargaan Internasional,2.0,,transformasi digital bri raih harga internasional,,,,CNBC Indonesia,,,2021-10-08,BBRI
553,Mantul! 4 Direksi BRI Borong Saham BBRI,2.0,,pantul direksi bri borong saham bbri,,,,CNBC Indonesia,,,2021-11-24,BBRI
554,BRI Life Luncurkan Produk Asuransi Baru Buat Nasabah BBRI. Simak Keunggulannya,1.0,,bri life luncur produk asuransi nasabah bbri simak unggul,,,,Bisnis,,,2021-11-26,BBRI
555,Catat! Ini Kode Bank BRI Lengkap Dengan Bank Swasta Lainnya,1.0,,catat kode bank bri lengkap bank swasta,,,,CNBC Indonesia,,,2021-12-03,BBRI
556,"Penyaluran Kredit Diproyeksi Tumbuh 10%, BRI Andalkan UMKM",2.0,,penyaluran kredit proyeksi tumbuh bri andal umkm,,,,CNBC Indonesia,,,2022-01-19,BBRI
557,"Transaksi Digital Banking BRI Tumbuh 249,5% Sepanjang 2021",2.0,,transaksi digital banking bri tumbuh,,,,Kontan,,,2022-01-20,BBRI
558,"Hari Gizi 2022, BRI Peduli Pencegahan Stunting Anak Indonesia",1.0,,gizi bri peduli cegah stunting anak indonesia,,,,CNBC Indonesia,,,2022-01-25,BBRI
559,"Ini 3 Cara Ganti PIN ATM BRI, BCA, dan BNI dengan Mudah",1.0,,ganti pin atm bri bca bni mudah,,,,Kontan,,,2022-01-28,BBRI
560,Cara Daftar dan Aktivasi Aplikasi BRImo Lewat Smartphone Serta Transaksi Aman,1.0,,daftar aktivasi aplikasi brimo smartphone transaksi aman,,,,Kontan,,,2022-01-29,BBRI
561,"Apresiasi Nasabah, BRI Gelar Pengundian BritAma FSTVL",1.0,,apresiasi nasabah bri gelar undi britama fstvl,,,,CNBC Indonesia,,,2022-01-30,BBRI
562,"Penyertaan Modal BBRI Rp 32 T, yang Rp 22 T Kemana?",2.0,,penyertaan modal bbri rp rp mana,,,,CNBC Indonesia,,,2022-02-03,BBRI
563,"BRI Bakal Rombak Pengurus di RUPST 2022, Simak Agendanya",1.0,,bri rombak urus rupst simak agenda,,,,CNBC Indonesia,,,2022-02-24,BBRI
564,"BRI Private Signature Outlet, Layanan Istimewa Nasabah HNWI",1.0,,bri private signature outlet layan istimewa nasabah hnwi,,,,CNBC Indonesia,,,2022-02-25,BBRI
565,"Tanggap Gempa Pasaman Barat, BRI Bangun Posko BRI Peduli",1.0,,tanggap gempa pasaman barat bri bangun posko bri peduli,,,,CNBC Indonesia,,,2022-02-26,BBRI
566,Investasi Makin Mudah Pakai BRIGHTS Persembahan BRI Group,1.0,,investasi mudah pakai brights sembah bri group,,,,CNBC Indonesia,,,2022-03-05,BBRI
567,"Jangan Lupa Besok (10/3) Cum Date Pembayaran Dividen Saham BBRI, Ini Jadwalnya",2.0,,lupa besok cum date bayar dividen saham bbri jadwal,,,,Kontan,,,2022-03-09,BBRI
568,"Cek Bonus dan Tantiem Direksi dan Komisaris BRI, Mandiri dan BNI",1.0,,cek bonus tantiem direksi komisaris bri mandiri bni,,,,Kontan,,,2022-03-19,BBRI
569,BRI Bangun Value Pekerja Lewat PKB Dengan Serikat Pekerja,1.0,,bri bangun value pekerja pkb serikat pekerja,,,,CNBC Indonesia,,,2022-03-31,BBRI
570,"BRI Sahabat Disabilitas, Bantu Penyandang bisa Bersaing di Dunia Kerja",1.0,,bri sahabat disabilitas bantu penyandang saing dunia,,,,Bisnis,,,2022-04-13,BBRI
571,BRI Bantu Penyandang Disabilitas Bersaing di Dunia Kerja,1.0,,bri bantu penyandang disabilitas saing dunia,,,,CNBC Indonesia,,,2022-04-13,BBRI
572,Kesuksesan BRI Liga 1 2021-2022 Bangun Optimisme Sepak Bola,1.0,,sukses bri liga bangun optimisme sepak bola,,,,CNBC Indonesia,,,2022-04-16,BBRI
573,"Perkuat Ekosistem Digital, BRI Berhasil Salurkan KUR Rp.66,99 triliun dalam 3 Bulan",2.0,,kuat ekosistem digital bri hasil salur kur rp triliun,,,,Bisnis,,,2022-04-18,BBRI
574,"Mudik Gratis buat 1.000 Orang dari BRI (BBRI), Ini Cara Daftarnya",1.0,,mudik gratis bri bbri daftar,,,,Bisnis,,,2022-04-18,BBRI
575,"THR Cair! Ini Lokasi Penukaran Uang Lebaran 2022 di BRI, Bank Mandiri, BNI, dan BTN",1.0,,thr cair lokasi tukar uang lebaran bri bank mandiri bni btn,,,,Bisnis,,,2022-04-21,BBRI
576,BRI Mendukung Ramadan Bless Festival Bazaar Sarinah,1.0,,bri dukung ramadan bless festival bazaar sarinah,,,,Kontan,,,2022-04-25,BBRI
577,BRI Kelola Ratusan Triliun Rupiah dari Sini,2.0,,bri kelola ratus triliun rupiah,,,,CNBC Indonesia,,,2022-05-14,BBRI
578,"BRI Catat Sales Volume Agen BRILink Sentuh Rp 433,75 Triliun pada April 2022",2.0,,bri catat sales volume agen brilink sentuh rp triliun april,,,,Kontan,,,2022-05-15,BBRI
579,BRI (BBRI) Bakal Gandeng Fintech untuk Perkuat Fitur BRImo,2.0,,bri bbri gandeng fintech kuat fitur brimo,,,,Bisnis,,,2022-05-15,BBRI
580,"BNI Dirikan Modal Ventura Modal Rp500 Miliar, Berkaca dari Ekspansi Mandiri Capital & BRI Ventures?",2.0,,bni diri modal ventura modal rp miliar kaca ekspansi mandiri capital bri ventures,,,,Bisnis,,,2022-05-18,BBRI
581,BRI Targetkan Penghimpunan Dana Rp 1 T dari PRS 2022,1.0,,bri target himpun dana rp prs,,,,CNBC Indonesia,,,2022-06-15,BBRI
582,"Perkuat Ekonomi Riil, BRI Fokus Transformasi Digital",2.0,,kuat ekonomi riil bri fokus transformasi digital,,,,CNBC Indonesia,,,2022-06-30,BBRI
583,"Green Banking BRI, Pembiayaan Sektor Berkelanjutan Tembus 65%",2.0,,green banking bri biaya sektor lanjut tembus,,,,CNBC Indonesia,,,2022-07-01,BBRI
584,"Kurs Jual Beli Dolar AS di BCA, BRI, Bank Mandiri, dan BNI Hari Ini (7/7)",1.0,,kurs jual beli dolar as bca bri bank mandiri bni,,,,Bisnis,,,2022-07-07,BBRI
585,Lengkap Suku Bunga Fix Rate dan Floating KPR BRI (BBRI),1.0,,lengkap suku bunga fix rate floating kpr bri bbri,,,,Bisnis,,,2022-07-11,BBRI
586,"Jokowi: UMKM Manfaatkan KUR, Silakan ke BRI",1.0,,jokowi umkm manfaat kur sila bri,,,,CNBC Indonesia,,,2022-07-14,BBRI
587,"Jadi Bank Tertua di RI, Siapa Pemilik BRI?",1.0,,bank tua ri milik bri,,,,CNBC Indonesia,,,2022-07-20,BBRI
588,BRI Terdepan Jadi Sponsor Kompetisi Sepak Bola Indonesia,1.0,,bri dep sponsor kompetisi sepak bola indonesia,,,,CNBC Indonesia,,,2022-07-23,BBRI
589,Rilis Kinerja BBRI & BBCA Siap Jadi Obat Kuat IHSG Hari Ini,2.0,,rilis kinerja bbri bbca obat kuat ihsg,,,,CNBC Indonesia,,,2022-07-27,BBRI
590,"Laba Rp24,8 Triliun, Bos BRI (BBRI) Bocorkan 6 Strategi Rahasia",2.0,,laba rp triliun bos bri bbri bocor strategi rahasia,,,,Bisnis,,,2022-08-07,BBRI
591,Analis Proyeksi Pencapaian BRI Group Bakal Makin Mengkilap,2.0,,analis proyeksi capai bri group mengkilap,,,,CNBC Indonesia,,,2022-08-11,BBRI
592,BRI Terus Dukung Industri Kopi Indonesia Go Internasional,1.0,,bri dukung industri kopi indonesia go internasional,,,,CNBC Indonesia,,,2022-08-16,BBRI
593,"BRI Tawarkan Promo Bunga KPR Merdeka Mulai 2,88%",1.0,,bri tawar promo bunga kpr merdeka,,,,Kontan,,,2022-08-16,BBRI
594,"Lambungkan Image Teh Indonesia, BRI Bawa Sila Tea ke Belanda",1.0,,lambung image teh indonesia bri bawa sila tea belanda,,,,CNBC Indonesia,,,2022-09-17,BBRI
595,"Sunarso, Person of The Month, Direktur Utama BRI",1.0,,sunarso person of the month direktur utama bri,,,,CNBC Indonesia,,,2022-09-23,BBRI
596,"Utamakan Keamanan Data, BRI Apresiasi Pengesahan UU PDP",1.0,,utama aman data bri apresiasi kesah uu pdp,,,,CNBC Indonesia,,,2022-09-27,BBRI
597,"Ini 3 Cara Menemukan Lokasi ATM Bank BRI Terdekat, Mudah dan Cepat",1.0,,temu lokasi atm bank bri dekat mudah cepat,,,,Bisnis,,,2022-10-04,BBRI
598,"Cek Kurs Dolar AS di BCA, BRI, Mandiri, & BNI Hari Ini Rabu (5/10/2022)",1.0,,cek kurs dolar as bca bri mandiri bni rabu,,,,Bisnis,,,2022-10-05,BBRI
599,"Suku Bunga Acuan BI Naik, BRI (BBRI) Sesuaikan Bunga KPR?",1.0,,suku bunga acuan bi bri bbri sesuai bunga kpr,,,,Bisnis,,,2022-10-06,BBRI
600,Jaga Bumi! BRI Peduli Ajak Masyarakat untuk Daur Ulang Sampah,1.0,,jaga bumi bri peduli ajak masyarakat daur ulang sampah,,,,CNBC Indonesia,,,2022-10-16,BBRI
601,BRI Ajak Masyarakat Disiplin Kelola Uang Lewat Investasi,1.0,,bri ajak masyarakat disiplin kelola uang investasi,,,,CNBC Indonesia,,,2022-10-21,BBRI
602,"Ada GOTO, BCA, BRI, Telkom, Ini Daftar IDX LQ45 Low Carbon Leader",1.0,,goto bca bri telkom daftar idx lq low carbon leader,,,,Bisnis,,,2022-11-11,BBRI
603,"OJK Sebut Kredit Macet Membaik, Cek Kondisi 4 Bank Jumbo BCA hingga BRI",1.0,,ojk kredit macet baik cek kondisi bank jumbo bca bri,,,,Bisnis,,,2022-12-06,BBRI
604,"HUT ke-127 Tahun BRI, Jokowi & Erick Thohir Beri Pesan Ini",1.0,,hut tahun bri jokowi erick thohir pesan,,,,CNBC Indonesia,,,2022-12-20,BBRI
605,BRI Hadirkan Platform Terintegrasi bagi Nasabah Korporasi,1.0,,bri hadir platform integrasi nasabah korporasi,,,,CNBC Indonesia,,,2022-12-22,BBRI
606,"4 Cara BRI (BBRI) Capai Target, Usai Cetak Laba Rp40,23 Triliun",2.0,,bri bbri capai target cetak laba rp triliun,,,,Bisnis,,,2022-12-27,BBRI
607,BRI & UGM Sinergi Jual Produk Danareksa GamaStePs Pasar Uang,1.0,,bri ugm sinergi jual produk danareksa gamasteps pasar uang,,,,CNBC Indonesia,,,2023-01-20,BBRI
608,"Penyaluran KUR BRI Capai Rp 252,38 Triliun di Tahun 2022",2.0,,penyaluran kur bri capai rp triliun tahun,,,,Kontan,,,2023-01-24,BBRI
609,"Penyaluran KUR BRI (BBRI) Tembus Rp252,3 Triliun Sepanjang 2022",2.0,,penyaluran kur bri bbri tembus rp triliun,,,,Bisnis,,,2023-01-24,BBRI
610,Bos BRI Ungkap Kompetisi dengan Fintech jadi Tantangan bagi Bank,1.0,,bos bri kompetisi fintech tantang bank,,,,Bisnis,,,2023-01-24,BBRI
611,"Siap Menyandang Gelar Bank dengan Laba Terbesar, Saham BBRI Diakumulasi JP Morgan",2.0,,sandang gelar bank laba besar saham bbri akumulasi jp morgan,,,,Kontan,,,2023-01-29,BBRI
612,Sstt...Bos BRI Kasih Proyeksi Soal Laba dan Dividen Jumbo,2.0,,ssttbos bri kasih proyeksi laba dividen jumbo,,,,CNBC Indonesia,,,2023-01-30,BBRI
